,issue,component_path,commit,LOC_change,is_test,parent,tag_commit,date_commit,tag_parent,module,fail_component,package,index_bug
139,917,src\main\java\org\jfrog\hudson\action\ActionableHelper.java,1634b7138631d11b0bb60ef7a7fe930ea855938b,283,0,9ba231367a7e8f45d259f5b8bbbc77a820b800d3,artifactory-2.11.0,2017-05-03 11:25:35,artifactory-2.11.0,,org.jfrog.hudson.action.ActionableHelper,org.jfrog.hudson.action,139
140,927,src\main\java\org\jfrog\hudson\pipeline\Utils.java,434f9861f1b1c7d689f228efd8881a5492089e8e,25,0,9e8fcc388aaff495799c31311267638e1acfafdf,artifactory-2.11.0,2017-05-11 07:22:12,artifactory-2.11.0,,org.jfrog.hudson.pipeline.Utils,org.jfrog.hudson.pipeline,140
141,915,src\main\java\org\jfrog\hudson\release\maven\MavenReleaseWrapper.java,86727c190c6871dec41f80e4848567ff090ee03a,369,0,434f9861f1b1c7d689f228efd8881a5492089e8e,artifactory-2.11.0,2017-05-17 07:35:01,artifactory-2.11.0,,org.jfrog.hudson.release.maven.MavenReleaseWrapper,org.jfrog.hudson.release.maven,141
142,912,src\main\java\org\jfrog\hudson\release\maven\MavenReleaseWrapper.java,9c7893659f457ca3a88249e84d30f59a0505fa17,369,0,86727c190c6871dec41f80e4848567ff090ee03a,artifactory-2.11.0,2017-05-17 13:07:35,artifactory-2.11.0,,org.jfrog.hudson.release.maven.MavenReleaseWrapper,org.jfrog.hudson.release.maven,142
143,933,src\main\java\org\jfrog\hudson\maven3\Maven3Builder.java,69e1db7ea85486a5dc73491b77c91f32ed4482b2,540,0,e85aff7b43f395304e7f7455acf13569ffdb7f2b,artifactory-2.12.0,2017-05-23 12:37:17,artifactory-2.12.0,,org.jfrog.hudson.maven3.Maven3Builder,org.jfrog.hudson.maven3,143
144,929,src\main\java\org\jfrog\hudson\util\ExtractorUtils.java,6c703fecd45db03cfa00a57f1d1edd2b2d5cb3c7,113,0,82c3a7aada05d692d9408b357401c37435d4a564,artifactory-2.12.0,2017-06-14 09:09:50,artifactory-2.12.0,,org.jfrog.hudson.util.ExtractorUtils,org.jfrog.hudson.util,144
145,941,src\main\java\org\jfrog\hudson\pipeline\docker\utils\DockerUtils.java,729560af303f8b90545b2d731e0957ef292e264b,268,0,41203bc980a97784f985c20e8330ecfe968ea35f,artifactory-2.12.0,2017-06-22 12:13:21,artifactory-2.12.0,,org.jfrog.hudson.pipeline.docker.utils.DockerUtils,org.jfrog.hudson.pipeline.docker.utils,145
146,940,src\main\java\org\jfrog\hudson\pipeline\Utils.java,653f989987676bd7f8dd188bc0bfbdbb0d883479,82,0,b9bea53d20042324a85cd9933cddb2e8b3edeae3,artifactory-2.12.0,2017-06-25 11:32:21,artifactory-2.12.0,,org.jfrog.hudson.pipeline.Utils,org.jfrog.hudson.pipeline,146
147,935,src\main\java\org\jfrog\hudson\pipeline\types\buildInfo\Env.java,e99ee80d2efd72168b6e614d9ff52a2889bb7da7,12,0,23d1311ee661721e4c324809054d7015d02ebd5f,artifactory-2.12.0,2017-06-26 17:54:12,artifactory-2.12.0,,org.jfrog.hudson.pipeline.types.buildInfo.Env,org.jfrog.hudson.pipeline.types.buildInfo,147
148,950,src\main\java\org\jfrog\hudson\generic\GenericArtifactsDeployer.java,edba185e478778bb6359688398fecdd7c603c833,12,0,f96a222821b005c32321c6b94c1cb6d383fd2d1b,artifactory-2.12.1,2017-07-10 14:37:52,artifactory-2.12.1,,org.jfrog.hudson.generic.GenericArtifactsDeployer,org.jfrog.hudson.generic,148
149,944,src\main\java\org\jfrog\hudson\pipeline\BuildInfoDeployer.java,e40f46898e975b2f1fc9875f25fd2167ed34fe7a,27,0,d05ef41b0958189f0d2561f5d438729f1aec0f57,artifactory-2.12.2,2017-07-11 08:56:45,artifactory-2.12.2,,org.jfrog.hudson.pipeline.BuildInfoDeployer,org.jfrog.hudson.pipeline,149
150,951,src\main\java\org\jfrog\hudson\ArtifactoryBuilder.java,9e39bca03c26c6d93ade183722db4b350b39708c,192,0,4571287b62b707f0ffbd411d5d6b5d67999d05de,artifactory-2.12.2,2017-07-18 08:32:26,artifactory-2.12.2,,org.jfrog.hudson.ArtifactoryBuilder,org.jfrog.hudson,150
151,958,src\main\java\org\jfrog\hudson\generic\GenericArtifactsDeployer.java,a03b56096e1a27b265ee44a182b7079073737021,49,0,9e39bca03c26c6d93ade183722db4b350b39708c,artifactory-2.12.2,2017-07-26 14:49:26,artifactory-2.12.2,,org.jfrog.hudson.generic.GenericArtifactsDeployer,org.jfrog.hudson.generic,151
