,index_bug,valid,type,issue,module,commit,parent,testcase,has_test_annotation,description,tag_parent,tag_commit
52,52,True,Regression,TIKA-801,tika-parsers,b73dccb6bc47d33bdb6f1e51b723c7ef6bf3e1a3,707b8f2157ffcdb6a8e8871baa53258b3b5b9ea7,org.apache.tika.parser.microsoft.OutlookParserTest#testOutlookHTMLVersion,False,,1.1,1.1
53,53,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.WordParserTest#testEmbeddedNames,False,,1.5-rc1,1.5-rc1
54,54,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.WordParserTest#testEmbeddedRTF,False,,1.5-rc1,1.5-rc1
55,55,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.WordParserTest#testDocumentLink,False,,1.5-rc1,1.5-rc1
56,56,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.PowerPointParserTest#testEmbeddedPlacedholder,False,,1.5-rc1,1.5-rc1
57,57,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.PowerPointParserTest#testAutoDatePPT,False,,1.5-rc1,1.5-rc1
58,58,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.pdf.PDFParserTest#testLinks,False,,1.5-rc1,1.5-rc1
59,59,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.pkg.ZipParserTest#testPlaceholders,False,,1.5-rc1,1.5-rc1
60,60,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testWordHTML,False,,1.5-rc1,1.5-rc1
61,61,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testEmbeddedZipInPPTX,False,,1.5-rc1,1.5-rc1
62,62,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testEmbeddedPPTXTwoSlides,False,,1.5-rc1,1.5-rc1
63,63,True,Regression,TIKA-817,tika-parsers,9227e9f3d5090be28e28639ab92732c5be0507cf,dfee81089d1492039ab698528212e1cef4108ea2,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testPPTXAutodate,False,,1.5-rc1,1.5-rc1
64,64,True,Delta,TIKA-820,tika-parsers,8fd76a41b32b80353820d4a8bdaa08de5529f7ee,ad853f4b7cc8f36c74761dd517d55dc052d722b7,org.apache.tika.parser.html.HtmlParserTest#testLocator,True,,1.5-rc1,1.5-rc1
65,65,True,Delta,TIKA-822,tika-core,48b28a6d31c3afb741ffa5ace4c0c4738101b539,e3a183120a7638ccd2093f62a47730e9636ec047,org.apache.tika.mime.MediaTypeTest#testParseWithParamsAndQuotedCharset,False,,1.1,1.1
66,66,True,Delta,TIKA-826,tika-parsers,9e22f46f2403b89dbc8454cefb8b83881f437419,52d51b91d4b288db5887d592826abbbec5cd6db5,org.apache.tika.parser.microsoft.ExcelParserTest#testExcelXLSB,False,,1.1,1.1
67,67,True,Delta,TIKA-828,tika-core,edb6775bf356eaaf656730589cc3340a15b602ea,57a99d012bc43d04ded8e7d88e056680542b405f,org.apache.tika.io.TaggedInputStreamTest#createdIOExceptionIsSerializable,True,,1.1,1.1
68,68,True,Delta,TIKA-830,tika-parsers,bc075703823e7250a7ad7db93ef58712133920f2,b20beb604d191010793eded2398cba985312ca6a,org.apache.tika.parser.fork.ForkParserIntegrationTest#testParserHandlingOfNonSerializable,False,,1.1,1.1
69,69,True,Regression,TIKA-866,tika-core,a547dde812cce268518796e116f63ef0a3f4c8f3,929f7535e99bac0a604206212253a60a1fdd816f,org.apache.tika.config.TikaConfigTest#testValidParser,False,,1.1,1.1
70,70,True,Regression,TIKA-897,tika-core,aeeb366b987b20902c531f5ecac38f334a377d72,1f5a278f83e6793441bab1be53bc0327069e9354,org.apache.tika.mime.MimeDetectionTest#testDetection,False,,1.2,1.2
71,71,True,Regression,TIKA-915,tika-parsers,99ad6801379ee8e0918d51b7d4bba762694afbbf,8630e56468e1d25920030251d9d97a862cc719f3,org.apache.tika.parser.jpeg.JpegParserTest#testJPEGGeo,False,,tika-1.3,tika-1.3
72,72,True,Regression,TIKA-915,tika-parsers,99ad6801379ee8e0918d51b7d4bba762694afbbf,8630e56468e1d25920030251d9d97a862cc719f3,org.apache.tika.parser.jpeg.JpegParserTest#testJPEGGeo2,False,,tika-1.3,tika-1.3
73,73,True,Regression,TIKA-948,tika-app,3e2a65294894c61051034f049f034cde1322175a,f28f04af7e60ffc04550030c0c99e8c7dd931442,org.apache.tika.cli.TikaCLITest#testExtract,False,,1.2,1.2
74,74,True,Regression,TIKA-948,tika-app,f28f04af7e60ffc04550030c0c99e8c7dd931442,270853e9988c41d797b8102ab22236dca0a43cc2,org.apache.tika.cli.TikaCLITest#testExtract,False,,1.2,1.2
75,75,True,Regression,TIKA-948,tika-parsers,f28f04af7e60ffc04550030c0c99e8c7dd931442,270853e9988c41d797b8102ab22236dca0a43cc2,org.apache.tika.parser.microsoft.POIContainerExtractionTest#testEmbeddedOfficeFiles,False,,1.2,1.2
76,76,True,Regression,TIKA-948,tika-parsers,218352a1ce7de0881416eff741d832a1abc51f07,1543cb0f3d1b4877825a923faa1f0f3ae990c4f9,org.apache.tika.parser.microsoft.POIContainerExtractionTest#testEmbeddedOfficeFiles,False,,1.2,1.2
77,77,True,Regression,TIKA-962,tika-parsers,efdb4679cb28841da7ba9d8e755596602b630893,99ad6801379ee8e0918d51b7d4bba762694afbbf,org.apache.tika.parser.microsoft.PowerPointParserTest#testCustomProperties,False,,tika-1.3,tika-1.3
78,78,True,Regression,TIKA-962,tika-parsers,efdb4679cb28841da7ba9d8e755596602b630893,99ad6801379ee8e0918d51b7d4bba762694afbbf,org.apache.tika.parser.microsoft.WordParserTest#testCustomProperties,False,,tika-1.3,tika-1.3
79,79,True,Regression,TIKA-962,tika-parsers,efdb4679cb28841da7ba9d8e755596602b630893,99ad6801379ee8e0918d51b7d4bba762694afbbf,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testWordCustomProperties,False,,tika-1.3,tika-1.3
80,80,True,Regression,TIKA-962,tika-parsers,efdb4679cb28841da7ba9d8e755596602b630893,99ad6801379ee8e0918d51b7d4bba762694afbbf,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testPowerPointCustomProperties,False,,tika-1.3,tika-1.3
81,81,True,Regression,TIKA-962,tika-parsers,efdb4679cb28841da7ba9d8e755596602b630893,99ad6801379ee8e0918d51b7d4bba762694afbbf,org.apache.tika.parser.dwg.DWGParserTest#testDWG2000Parser,False,,tika-1.3,tika-1.3
82,82,True,Regression,TIKA-962,tika-parsers,efdb4679cb28841da7ba9d8e755596602b630893,99ad6801379ee8e0918d51b7d4bba762694afbbf,org.apache.tika.parser.dwg.DWGParserTest#testDWGMechParser,False,,tika-1.3,tika-1.3
83,83,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.microsoft.WordParserTest#testCustomProperties,False,,tika-1.3,tika-1.3
84,84,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.microsoft.ProjectParserTest#testProject2003,False,,tika-1.3,tika-1.3
85,85,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.microsoft.ProjectParserTest#testProject2007,False,,tika-1.3,tika-1.3
86,86,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.microsoft.PowerPointParserTest#testCustomProperties,False,,tika-1.3,tika-1.3
87,87,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.mp4.MP4ParserTest#testMP4ParsingAudio,False,,tika-1.3,tika-1.3
88,88,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.microsoft.ExcelParserTest#testExcelParser,False,,tika-1.3,tika-1.3
89,89,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testPowerPointCustomProperties,False,,tika-1.3,tika-1.3
90,90,True,Regression,TIKA-963,tika-parsers,c36e5a0461b66a7941156dd9ee502c73aa0ee28c,efdb4679cb28841da7ba9d8e755596602b630893,org.apache.tika.parser.odf.ODFParserTest#testOO2,False,,tika-1.3,tika-1.3
91,91,True,Delta,TIKA-965,tika-parsers,dfcf3d4c7cee2dac641ea5b331965ad03ce37364,49e18e004dcf260c5b55b2092fb90558351008c0,org.apache.tika.parser.AutoDetectParserTest#testTextNonASCIIUTF8,False,,tika-1.3,tika-1.3
92,92,True,Delta,TIKA-981,tika-parsers,4cdcefd5a87ed11e84ee4a016b989102bc84cdf1,0f1934c10941ad6ad9648b4ca04c528288767675,org.apache.tika.parser.pdf.PDFParserTest#testPopupAnnotation,False,,tika-1.3,tika-1.3
93,93,True,Regression,TIKA-990,tika-parsers,3e7e7c95e68a8b3be8204e9c4120cc8199b5df57,978cc18f7a2df1b632ee54c75f49af11c3dee1fe,org.apache.tika.parser.mp3.Mp3ParserTest#testMp3ParsingID3v1,False,,tika-1.3,tika-1.3
94,94,True,Regression,TIKA-990,tika-parsers,3e7e7c95e68a8b3be8204e9c4120cc8199b5df57,978cc18f7a2df1b632ee54c75f49af11c3dee1fe,org.apache.tika.parser.mp3.Mp3ParserTest#testMp3ParsingID3v2,False,,tika-1.3,tika-1.3
95,95,True,Regression,TIKA-990,tika-parsers,3e7e7c95e68a8b3be8204e9c4120cc8199b5df57,978cc18f7a2df1b632ee54c75f49af11c3dee1fe,org.apache.tika.parser.mp3.Mp3ParserTest#testMp3ParsingID3v1v2,False,,tika-1.3,tika-1.3
96,96,True,Regression,TIKA-990,tika-parsers,3e7e7c95e68a8b3be8204e9c4120cc8199b5df57,978cc18f7a2df1b632ee54c75f49af11c3dee1fe,org.apache.tika.parser.mp3.Mp3ParserTest#testMp3ParsingID3v24,False,,tika-1.3,tika-1.3
97,97,True,Regression,TIKA-990,tika-parsers,3e7e7c95e68a8b3be8204e9c4120cc8199b5df57,978cc18f7a2df1b632ee54c75f49af11c3dee1fe,org.apache.tika.parser.mp3.Mp3ParserTest#testMp3ParsingID3i18n,False,,tika-1.3,tika-1.3
98,98,True,Delta,TIKA-995,tika-core,2697354c7e50b9b06c44441accd09f3cff594c6e,aca3dfa1f086d2f6cbd6ebfdccfa9333ab1fbcf1,org.apache.tika.sax.XHTMLContentHandlerTest#testAttributesOnBody,True,,1.8-rc1,1.8-rc1
99,99,True,Delta,TIKA-999,tika-parsers,a06209b1d5e263fd579afe66318560deeda7f66c,d3989e6fcc6eb95cb86331ff863d9a55c81618d1,org.apache.tika.parser.rtf.RTFParserTest#testMetaDataCounts,False,,tika-1.3,tika-1.3
100,100,True,Regression,TIKA-1015,tika-app,acdb2b0ea9082dad8120431ebbf34e68b76aafe2,60e5d2c61a9a21537480ad0d7946eb1c4029305b,org.apache.tika.cli.TikaCLITest#testExtract,False,,tika-1.3,tika-1.3
101,101,True,Delta,TIKA-1028,tika-parsers,58b7c17d1833caffd5e8693d656a6efc02463c43,24faaa980924cc9aedbdcdbecdd6a9a19f4fdf1e,org.apache.tika.parser.mail.RFC822ParserTest#testNormalZipAttachment,True,,1.8-rc1,1.8-rc1
102,102,True,Regression,TIKA-1028,tika-parsers,24faaa980924cc9aedbdcdbecdd6a9a19f4fdf1e,8abbe99f47ed22f43097421264a356d2311801b4,org.apache.tika.parser.mail.RFC822ParserTest#testEncryptedZipAttachment,True,,1.8-rc1,1.8-rc1
103,103,True,Regression,TIKA-1032,tika-parsers,9ec715349810ab8e2d149028679ba6baebeae14b,e10c23b3ad00dd9d8fb059fdbfc40273b8e2469c,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testEmbeddedZipInPPTX,False,,tika-1.3,tika-1.3
104,104,True,Delta,TIKA-1032,tika-parsers,9ec715349810ab8e2d149028679ba6baebeae14b,e10c23b3ad00dd9d8fb059fdbfc40273b8e2469c,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testEmbeddedPPTXTwoSlides,False,,tika-1.3,tika-1.3
105,105,True,Regression,TIKA-1035,tika-parsers,01c02e671a82fc89fca8748175a741a5c5605962,ad9512ded721077a4e412a35d7fc74df99bc0614,org.apache.tika.parser.pdf.PDFParserTest#testBookmarks,False,,tika-1.3,tika-1.3
106,106,True,Delta,TIKA-1035,tika-parsers,771e368ba531ef5063b89811d98a3c756920f870,51a7c9ccacde4f0a40d3f3a0a0c7b2d270d22684,org.apache.tika.parser.pdf.PDFParserTest#testBookmarks,False,,tika-1.3,tika-1.3
107,107,True,Delta,TIKA-1048,tika-parsers,71166dea776a676601d35bef3922717aa2d56301,7e3cc3ae5c1bb30b47f562eb3527529424fa28f0,org.apache.tika.parser.xml.DcXMLParserTest#testNoSpaces,False,,tika-1.3,tika-1.3
108,108,True,Regression,TIKA-1048,tika-parsers,71166dea776a676601d35bef3922717aa2d56301,7e3cc3ae5c1bb30b47f562eb3527529424fa28f0,org.apache.tika.parser.ParsingReaderTest#testXML,False,,tika-1.3,tika-1.3
109,109,True,Delta,TIKA-1113,tika-parsers,d145ee6a07b53fdf66cea0a6a34e9b12cf0407bb,348c92fec14c4ff66be5d57dc0b592f569acebbd,org.apache.tika.parser.AutoDetectParserTest#testOggFlacAudio,True,,1.6,1.6
110,110,True,Delta,TIKA-1127,tika-server,9d81bddc52fc3eb851f52099263d28b18bacde69,f50544d916483e18886f8809722f19dd3f108ddd,org.apache.tika.server.TikaResourceTest#testSimpleWordXML,True,,1.4,1.4
111,111,True,Delta,TIKA-1127,tika-server,9d81bddc52fc3eb851f52099263d28b18bacde69,f50544d916483e18886f8809722f19dd3f108ddd,org.apache.tika.server.TikaResourceTest#testPasswordXLSXML,True,,1.4,1.4
112,112,True,Delta,TIKA-1130,tika-parsers,970bafe849a6aa2e4e5ed1140e033fdb9c8abe32,8f492eb021cfbca132175d9418e17aa543874160,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testMissingText,False,,1.5-rc1,1.5-rc1
113,113,True,Delta,TIKA-1145,tika-core,c7d7f66f8c9e389d8654a6a57f0e14040f2e9d51,066f587584998f82e738496cd2906de8ffecb9b4,org.apache.tika.config.TikaConfigTest#testClassLoaderUsedEverywhere,False,,1.5-rc1,1.5-rc1
114,114,True,Delta,TIKA-1146,tika-parsers,c743609f654435a326c0df657597a7bf61a304ec,22fc879bf987c2ab1fa24d68c10a97cb4797614e,org.apache.tika.mime.TestMimeTypes#testGroupWiseEml,False,,1.5-rc1,1.5-rc1
115,115,True,Regression,TIKA-1156,tika-parsers,042ec600f452dcfeff385744f639760e936c2407,18a89e9a94571d511368529a80f72d90b17f65b3,org.apache.tika.mime.TestMimeTypes#testAMR,False,,1.5-rc1,1.5-rc1
116,116,True,Delta,TIKA-1156,tika-parsers,18a89e9a94571d511368529a80f72d90b17f65b3,c743609f654435a326c0df657597a7bf61a304ec,org.apache.tika.mime.TestMimeTypes#testAMR,False,,1.5-rc1,1.5-rc1
117,117,True,Delta,TIKA-1159,tika-parsers,34f7c183ddcd4e859941f41bd97b9118698f9808,7f080de7859a4261bccc4f565455b9abc9dc7d43,org.apache.tika.mime.TestMimeTypes#testCreativeSuite,False,,1.5-rc1,1.5-rc1
118,118,True,Delta,TIKA-1169,tika-parsers,5ce1b585a9dcf9bb3a04a2b20dd9e6f5e39c36c0,26b2e60b42c215629f1970f895367cee18e33fa3,org.apache.tika.mime.TestMimeTypes#testJavaDetection,False,,1.5-rc1,1.5-rc1
119,119,True,Regression,TIKA-1170,tika-core,b2fcf77acc20e4dcf016b121cb0ccf53ca7ff2da,4c6313ff8424a8b8eda7c2c6aa6f9406660ff946,org.apache.tika.mime.MimeDetectionTest#testDetection,False,,1.5-rc1,1.5-rc1
120,120,True,Regression,TIKA-1170,tika-core,4c6313ff8424a8b8eda7c2c6aa6f9406660ff946,5ce1b585a9dcf9bb3a04a2b20dd9e6f5e39c36c0,org.apache.tika.mime.MimeDetectionTest#testDetection,False,,1.5-rc1,1.5-rc1
121,121,True,Regression,TIKA-1171,tika-parsers,20ab62de27c7e34d1c09b3cd0a14c0e32e59994b,2ac245fc84207c6d61fd6ca9195d24eb91747fe9,org.apache.tika.parser.microsoft.PowerPointParserTest#testMasterFooter,False,,1.5-rc1,1.5-rc1
122,122,True,Regression,TIKA-1171,tika-parsers,20ab62de27c7e34d1c09b3cd0a14c0e32e59994b,2ac245fc84207c6d61fd6ca9195d24eb91747fe9,org.apache.tika.parser.microsoft.PowerPointParserTest#testMasterText,False,,1.5-rc1,1.5-rc1
123,123,True,Regression,TIKA-1171,tika-parsers,20ab62de27c7e34d1c09b3cd0a14c0e32e59994b,2ac245fc84207c6d61fd6ca9195d24eb91747fe9,org.apache.tika.parser.microsoft.PowerPointParserTest#testMasterText2,False,,1.5-rc1,1.5-rc1
124,124,True,Regression,TIKA-1221,tika-parsers,359aae57ce045de191a14bb369e7980154deffc6,54afc7a6dd4d43dd847d9fab658b4162602e89c9,org.apache.tika.detect.TestContainerAwareDetector#testDetectOOXML,True,,1.6,1.6
125,125,True,Regression,TIKA-1229,tika-parsers,2aaec12dbd492d716aab53f7ee32bdb247404c35,25ffe537f9bf79878f36312d11ad2c57879e0719,org.apache.tika.parser.microsoft.WordParserTest#testHeaderHyperlinks,True,,1.5-rc1,1.5-rc1
126,126,True,Delta,TIKA-1229,tika-parsers,17ef0deae2372bdb46cce2052425fec02badb6d7,77d57d5506cfacf4e75d09e214643deda5a52047,org.apache.tika.parser.microsoft.WordParserTest#testHeaderHyperlinks,True,,1.5-rc1,1.5-rc1
127,127,True,Delta,TIKA-1251,tika-parsers,8e0c444b1f1bf61215a298c2b782b5cb451f9cde,adeab5504b464a8e212521d4c372d6a3d16e0d80,org.apache.tika.parser.microsoft.WordParserTest#testParagraphsAfterTables,True,,1.6,1.6
128,128,True,Regression,TIKA-1255,tika-parsers,80efc84b675c8defa5e86b01b85e1dabc84d32f5,52be682634f3c07e237f7f73b28e94c048563d5b,org.apache.tika.parser.microsoft.WordParserTest#testControlCharacter,True,,1.13,1.13
129,129,True,Delta,TIKA-1255,tika-parsers,80efc84b675c8defa5e86b01b85e1dabc84d32f5,52be682634f3c07e237f7f73b28e94c048563d5b,org.apache.tika.parser.microsoft.WordParserTest#testBoldHyperlink,True,,1.13,1.13
130,130,True,Delta,TIKA-1255,tika-parsers,80efc84b675c8defa5e86b01b85e1dabc84d32f5,52be682634f3c07e237f7f73b28e94c048563d5b,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testBoldHyperlink,True,,1.13,1.13
131,131,True,Delta,TIKA-1292,tika-core,f689fa7ee25c0c9c4bd4d68aa51941eb558f7026,390222663ee5b3231faa59039cc71acfc24af665,org.apache.tika.mime.MimeDetectionTest#testMimeMagicClashSamePriority,True,,1.6,1.6
132,132,True,Regression,TIKA-1292,tika-parsers,9eaa4fc560810dc689055d0fc80693bc7a3f1dda,2d51ad241003f34dcc3b211ea0940fffaaac6761,org.apache.tika.detect.TestContainerAwareDetector#testDetectZip,True,,1.6,1.6
133,133,True,Delta,TIKA-1303,tika-parsers,b97ef3208fe5848c96c86d6d7b6a6bfb962e0568,02b5424694e1eb2a880bb807e8e5556e523e73d0,org.apache.tika.parser.html.HtmlParserTest#testFirstTitleValueisSetToMetadata,True,,1.6,1.6
134,134,True,Regression,TIKA-1317,tika-parsers,a13fdace85d18eccc4ec9ee918e86541204374b1,62979fad289bbbb27a7068b171ec2a972f1049b7,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testMissingText,True,,1.6-rc2,1.6-rc2
135,135,True,Regression,TIKA-1363,tika-parsers,3aa77388e9edb77853181a7cd3e479d14e746c7a,9d189e6803272835dd50a78e0dbb324b0f98eb54,org.apache.tika.parser.mat.MatParserTest#testParser,True,,1.6,1.6
136,136,True,Regression,TIKA-1373,tika-parsers,f1d00dbf40f16ce8669628951b813d7972c07c45,d4fc8dd93894078abdf14193953e1b3ead7fe0f7,org.apache.tika.parser.code.SourceCodeParserTest#testHTMLRenderWithReturnLine,True,,1.6,1.6
137,137,True,Delta,TIKA-1373,tika-parsers,f1d00dbf40f16ce8669628951b813d7972c07c45,d4fc8dd93894078abdf14193953e1b3ead7fe0f7,org.apache.tika.parser.code.SourceCodeParserTest#testTextRender,True,,1.6,1.6
138,138,True,Delta,TIKA-1378,tika-translate,65aea2b06b33c6b53999b6c52e017c38bf2af0b4,ed355dd561963ab4eb6cc9423e4b86e4e817f26e,org.apache.tika.language.translate.MicrosoftTranslatorTest#testSettersAndIsAvailable,True,,1.6-rc2,1.6-rc2
139,139,True,Delta,TIKA-1400,tika-parsers,9688c77128e5c3d53c1eeb4e72db62ff10dfafda,f2218da2a8fff4160c3a3931d4daa7acd2bef36a,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testExcelHeaderAndFooterExtraction,True,,1.10-rc1,1.10-rc1
140,140,True,Regression,TIKA-1454,tika-parsers,bb78082b0028b57a5bf1ae30858dda6aebeacf63,c1a3ce0ee108d865beaa765bd169fa9b463135a2,org.apache.tika.parser.microsoft.PowerPointParserTest#testVarious,True,,1.13,1.13
141,141,True,Regression,TIKA-1454,tika-parsers,69852e4cb55d34e6513e0b66af7d75cb1b1408ba,9f09a558648bf2d8b17c611498e097db0513fb7d,org.apache.tika.parser.microsoft.PowerPointParserTest#testVarious,True,,1.12,1.12
142,142,True,Delta,TIKA-1454,tika-parsers,69852e4cb55d34e6513e0b66af7d75cb1b1408ba,9f09a558648bf2d8b17c611498e097db0513fb7d,org.apache.tika.parser.microsoft.ExcelParserTest#testHyperlinksInXLS,True,,1.12,1.12
143,143,True,Regression,TIKA-1454,tika-parsers,69852e4cb55d34e6513e0b66af7d75cb1b1408ba,9f09a558648bf2d8b17c611498e097db0513fb7d,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testVariousPPTX,True,,1.12,1.12
144,144,True,Delta,TIKA-1454,tika-parsers,69852e4cb55d34e6513e0b66af7d75cb1b1408ba,9f09a558648bf2d8b17c611498e097db0513fb7d,org.apache.tika.parser.microsoft.ooxml.OOXMLParserTest#testHyperlinksInXLSX,True,,1.12,1.12
145,145,True,Delta,TIKA-1461,tika-parsers,2377a7c1cd8602457e8e5178884592ff2c502eb3,63fb75d51e5d7150f596e10d570457ea6f6ff824,org.apache.tika.mime.TestMimeTypes#testWindowsEXE,True,,1.7-rc1,1.7-rc1
146,146,True,Delta,TIKA-1477,tika-parsers,74c231a575c9ac307b617c2c322d0f4151baeb64,9005c6760366b29eac19e307f943dfe6f1e522c8,org.apache.tika.parser.ocr.TesseractOCRConfigTest#testValidateLanguage,True,,1.7-rc1,1.7-rc1
147,147,True,Delta,TIKA-1477,tika-parsers,74c231a575c9ac307b617c2c322d0f4151baeb64,9005c6760366b29eac19e307f943dfe6f1e522c8,org.apache.tika.parser.ocr.TesseractOCRConfigTest#testValidatePageSegMode,True,,1.7-rc1,1.7-rc1
148,148,True,Delta,TIKA-1512,tika-parsers,990c0c2096fdabec508371cbf96f9e77bd61f12d,6e5056a8729e740384964eb858ecc7c258256c9d,org.apache.tika.parser.microsoft.WordParserTest#testHyperlinkStringIOOBESmartQuote,True,,1.8-rc1,1.8-rc1
149,149,True,Regression,TIKA-1519,tika-parsers,7d231d03247b9171dcce6e1758deb5c49560a6a1,13a280bea8dfb56fafdfa8b31ffee8941077a98b,org.apache.tika.parser.html.HtmlParserTest#testXhtmlParsing,True,,1.8-rc2,1.8-rc2
