,Unnamed: 0,TEST,bug_ID,project,time_budget,faulty_class,sum_detected,count_detected,FP,FP_genric,LOC,LOC_P,Random
131,1221,org.apache.commons.lang.IntHashMap,52,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.79460568994
132,1839,org.apache.commons.lang.IntHashMap,57,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.373526153021
133,4349,org.apache.commons.lang.IntHashMap,45,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.328143648916
134,1617,org.apache.commons.lang.IntHashMap,42,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.414636950738
135,17572,org.apache.commons.lang.IntHashMap,62,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.57255851266
136,6626,org.apache.commons.lang.IntHashMap,51,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.0726353594178
137,9544,org.apache.commons.lang.IntHashMap,54,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.738628076349
138,16215,org.apache.commons.lang.IntHashMap,46,Lang,60,0.0,0,10,0.16,0.108,149,0.0664881749219,0.736910781494
139,10187,org.apache.commons.lang.LocaleUtils,41,Lang,60,0.0,0,6,0.132,0.09,144,0.0642570281124,0.931925004935
140,1611,org.apache.commons.lang.LocaleUtils,52,Lang,60,0.0,0,10,0.132,0.09,137,0.0611334225792,0.72745333681
141,566,org.apache.commons.lang.LocaleUtils,57,Lang,60,1.0,10,12,0.132,0.09,134,0.0597947344935,0.0159521576951
142,421,org.apache.commons.lang.LocaleUtils,46,Lang,60,0.0,0,10,0.132,0.09,137,0.0611334225792,0.814566835901
143,6286,org.apache.commons.lang.LocaleUtils,54,Lang,60,1.0,9,12,0.132,0.09,137,0.0611334225792,0.0022080612783
144,7248,org.apache.commons.lang.LocaleUtils,44,Lang,60,0.0,0,10,0.132,0.09,137,0.0611334225792,0.502215862881
145,1375,org.apache.commons.lang.LocaleUtils,51,Lang,60,0.0,0,10,0.132,0.09,137,0.0611334225792,0.113572401465
146,7556,org.apache.commons.lang.LocaleUtils,42,Lang,60,0.0,0,10,0.132,0.09,137,0.0611334225792,0.151103833209
147,2709,org.apache.commons.lang.LocaleUtils,62,Lang,60,0.0,0,10,0.132,0.09,134,0.0597947344935,0.292503274949
148,16615,org.apache.commons.lang.LocaleUtils,40,Lang,60,0.0,0,6,0.132,0.09,144,0.0642570281124,0.95119657498
149,4324,org.apache.commons.lang.LocaleUtils,45,Lang,60,0.0,0,10,0.132,0.09,137,0.0611334225792,0.560452026827
150,6746,org.apache.commons.lang.NotImplementedException,57,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.0422861242089
151,5228,org.apache.commons.lang.NotImplementedException,42,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.0135538040942
152,1235,org.apache.commons.lang.NotImplementedException,52,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.120587991586
153,1019,org.apache.commons.lang.NotImplementedException,54,Lang,60,0.0,0,9,0.246,0.147,77,0.0343596608657,0.605661711751
154,2267,org.apache.commons.lang.NotImplementedException,46,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.475919282679
155,4336,org.apache.commons.lang.NotImplementedException,45,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.215583385613
156,4850,org.apache.commons.lang.NotImplementedException,44,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.674670998248
157,17586,org.apache.commons.lang.NotImplementedException,62,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.848917885629
158,6640,org.apache.commons.lang.NotImplementedException,51,Lang,60,0.0,0,10,0.246,0.147,77,0.0343596608657,0.518173023978
159,2274,org.apache.commons.lang.NullArgumentException,46,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.939212166074
160,6753,org.apache.commons.lang.NullArgumentException,57,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.984606180356
